Names,Tickers
Makers Laboratories Ltd.,MAKERSL.BO
"Continental Chemicals Ltd.,",CONTCHM.BO
J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM.BO
"Indo Gulf Industries  Ltd.,",IGLFXPL-B.BO
"Advance Petrochemicals Ltd.,",ADVPETR-B.BO
"Rajasthan Petro Synthetics Ltd.,",RAJSPTR.BO
Apt Packaging Ltd,APTPACK.BO
"Blue Chip Tex Industries Ltd.,",BLUECHIPT.BO
"Jagatjit Industries Ltd.,",JAGAJITIND.BO
"Kesar Enterprises Ltd.,",KESARENT.BO
Tilaknagar Industries Ltd,TI.BO
Emerald Leisures Limited,EMERALL.BO
Sakthi Sugars Ltd.,SAKHTISUG.BO
Walchandnagar Industries Ltd,WALCHANNAG.BO
IFB Agro Industries Ltd,IFBAGRO.BO
Kothari Fermanatation & Biochem Ltd,KFBL.BO
Caprolactam Chemicals ltd.,CAPRO.BO
G.M. Breweries Ltd.,GMBREW.BO
Rana Sugars Ltd.,RANASUG.BO
Piccadily Sugar  & Allied Ltd.,PICCASUG.BO
Som Distilleries & Breweries Ltd.,SDBL.BO
"C.J. Gelatine Products Ltd.,",CJGEL.BO
Associated Alcohols & Breweries Ltd,ASALCBR.BO
THAKKERS GROUP LIMITED,THAKKERS.BO
Coromandel Agro Products & Oils Ltd,CORAGRO.BO
Foods & Inns Ltd.,FOODSIN.BO
"IVP Ltd.,",IVP.BO
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM.BO
"Olympic Oil Industries Ltd.,",OLYOI.BO
"Milkfood Ltd.,",MLKFOOD.BO
"Polson Ltd.,",POLSON.BO
"Sagar Soya Products Ltd.,",SAGRSOY-B.BO
"Wipro  Ltd.,",WIPRO.BO
"Orient Beverages Ltd.,",ORIBEVER.BO
Dhanuka Agritech Ltd.,DHANUKA.BO
"TTK Healthcare Ltd.,",TTKHLTCARE.BO
TGV SRAAC LIMITED,TGVSL.BO
Lime Chemicals Ltd.,LIMECHM.BO
Kanpur Plastipack Limited,KANPRPLA.BO
Tainwala Chemicals & Plastics Ltd,TAINWALCHM.BO
"Jagsonpal Pharmaceuticals Limited,",JAGSNPHARM.BO
Khaitan Chemicals & Fertilizers Ltd,KHAICHEM.BO
United Leasing & Industries Ltd,UNTTEMI.BO
"National Oxygen Ltd.,",NOL.BO
Gillette India Ltd.,GILLETTE.BO
"Wires & Fabriks (SA) Ltd.,",WIREFABR.BO
ANSAL HOUSING LIMITED,ANSALHSG.BO
"Computer Point Ltd.,",COMPUPN.BO
"Mac Charles (India) Ltd.,",MCCHRLS-B.BO
"Addi Industries Ltd.,",ADDIND.BO
Pioneer Investcorp Ltd,PIONRINV.BO
Ashnoor Textiles Mills Ltd.,ASHNOOR.BO
"Unitech Ltd.,",UNITECH.BO
"V.I.P. Industries Ltd.,",VIPIND.BO
FIBERWEB (INDIA) LTD.,FIBERWEB.BO
LKP Finance Limited,LKPFIN.BO
East Buildtech Limited,EASTBUILD.BO
"Manipal Finance Corporation Ltd.,",MNPLFIN.BO
"Bajaj Steel Industries Ltd.,",BAJAJST.BO
Kiduja  India  Ltd,KIDUJA.BO
Key Corp Ltd,KEYCORP.BO
Shikhar Leasing and Trading Ltd.,SHIKHARLETR.BO
Gujarat Hotels Ltd.,GUJHOTE.BO
"Ras Resorts & Apart Hotels Ltd.,",RASRESOR.BO
Paramount Cosmetics (India) Ltd,PARMCOS-B.BO
"Jindal Hotels Ltd.,",JINDHOT.BO
"Jupiter Industries & Leasing Ltd.,",JPTRLES.BO
Simmonds-Marshall Ltd,SIMMOND.BO
B & A Ltd.,BNALTD.BO
Hawkins Cooker Ltd.,HAWKINCOOK.BO
Warren Tea Ltd.,WARRENTEA.BO
Cochin Malabar Estates & Indus. Ltd,COCHMAL.BO
Best Eastern Hotels Limited,BESTEAST.BO
"Neelamalai Agro Industries Ltd.,",NEAGI.BO
IST Limited,ISTLTD.BO
Cosmo First Limited,COSMOFIRST.BO
New Markets Advisory Ltd,NEWMKTADV.BO
"Apollo Hospitals Enterprises Ltd.,",APOLLOHOSP.BO
Nitin Castings Limited,NITINCAST.BO
"SMIFS Capital Markets Ltd.,",SMIFS.BO
Everest Industries Ltd.,EVERESTIND.BO
IRONWOOD EDUCATION LIMITED,IRONWOOD.BO
MSR India Limited,MSRINDIA.BO
AYM Syntex Limited,AYMSYNTEX.BO
Panasonic Carbon India Co.Ltd,PANCARBON.BO
Finkurve Financial Services Limited,FINKURVE.BO
"HB Leasing & Finance Co. Ltd.,",HBLEAS.BO
"Shricon Industries Ltd.,",SHRICON.BO
Sterling Guarantee & Fin. Ltd,STRLGUA.BO
Sulabh Engineers & Services Limited,SULABEN.BO
Frontier Capital Limited,FRONTCAP.BO
Navneet Education Limited,NAVNETEDUL.BO
"Kedia Construction Co. Ltd.,",KEDIACN.BO
Satra Properties(India) Ltd,SATRAPROP.BO
"Transoceanic Properties Ltd.,",TRANOCE.BO
AuSom Enterprise Limited,AUSOMENT.BO
Thakral Services (India) Limited,THAKRAL.BO
Ruchi Infrastructure Ltd,RUCHINFRA.BO
VJTF Eduservices Limited,VJTFEDU.BO
"Voltaire Leasing & Finance Ltd.,",VOLLF.BO
Netlink Solutions (India) Ltd.,NETLINK.BO
TRILIANCE POLYMERS LIMITED,TRILIANCE.BO
Lancor Holdings Ltd.,LANCORHOL.BO
"Indian Infotech And Software Ltd.,",INDINFO.BO
Banas Finance Limited,BANASFN.BO
"Visaka Industries Ltd.,",VISAKAIND.BO
Infomedia Press Limited,INFOMEDIA.BO
Hathway Bhawani Cabletel & Datacom,HATHWAYB.BO
Gufic BioSciences Ltd.,GUFICBIO.BO
Photon Capital Advisors Ltd,PHOTON.BO
GRP Limited,GRPLTD.BO
"Indag Rubber Ltd.,",INDAG.BO
"M.M. Rubber Company Ltd.,",MMRUBBR-B.BO
PTL Enterprises Ltd,PTL.BO
"TVS Srichakra Ltd.,",TVSSRICHAK.BO
Sanathnagar Enterprises Limited,SEL.BO
Benares Hotels Ltd,BENARAS.BO
"Bhagwati Oxygen Ltd.,",BHAGWOX.BO
BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1.BO
Cravatex Ltd.,CRAVATEX.BO
Berger Paints India Ltd,BERGEPAINT.BO
"Caprihans India Ltd.,",CAPRIHANS.BO
Graphite India Ltd.,GRAPHITE.BO
ITD Cementation India Ltd,ITDCEM.BO
"Empire Industries Ltd.,",EMPIND.BO
Graviss Hospitality Ltd,GRAVISSHO.BO
GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES.BO
"Garware Marine Industries Ltd.,",GARWAMAR.BO
"Goa Carbon Ltd.,",GOACARBON.BO
"Hardcastle & Waud Mfg. Co. Ltd.,",HARDCAS.BO
HEG Ltd.,HEG.BO
Hindustan Composites Ltd,HINDCOMPOS.BO
"Hindustan Housing Co. Ltd.,",ZHINDHSG.BO
HIL Limited,HIL.BO
Indian Card Clothing Ltd,INDIANCARD.BO
"International Conveyors Ltd.,",INTLCONV.BO
"Jay Shree Tea & Industries Ltd.,",JAYSREETEA.BO
Modern Shares and Stockbrokers Ltd.,MODRNSH.BO
"Oseaspre Consultants Ltd.,",OSEASPR.BO
HUHTAMAKI INDIA LIMITED,HUHTAMAKI.BO
"Premier Synthetics Ltd.,",PREMSYN.BO
"R.J. Shah & Co. Ltd.,",RJSHAH.BO
"Shah Construction Co. Ltd.,",SHAHCON.BO
Shalimar Paints Ltd.,SHALPAINTS.BO
"Sinnar Bidi Udyog Ltd.,",SINNAR.BO
Hindoostan Mills Ltd.,HINDMILL.BO
"Southern Gas Ltd.,",ZSOUTGAS.BO
"Technojet Consultants Ltd.,",TECHCON.BO
"Supreme Industries Ltd.,",SUPREMEIND.BO
"Thacker & Co. Ltd.,",THACKER.BO
"U.P. Hotels Ltd.,",UPHOT.BO
"VST Industries Ltd.,",VSTIND.BO
"Swasti Vinayaka Synthetics Ltd.,",SWASTIVI.BO
Madhusudan Securities Ltd,MADHUSE.BO
Yamini Investments Company Limited,YAMNINV.BO
"Premier Capital Services Ltd.,",PREMCAP.BO
MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN.BO
"Jindal Drilling & Industries Ltd.,",JINDRILL.BO
"Kusam Electrical Industies Ltd.,",KUSUMEL.BO
"Jumbo Finance Ltd.,",JUMBFNL.BO
"Sakthi Finance Ltd.,",SAKTHIFIN.BO
EASY FINCORP LIMITED,EASYFIN.BO
Sat Industries Ltd,SATINDLTD.BO
JMD Ventures Limited,JMDVL.BO
"Tivoli Construction Ltd.,",TVOLCON.BO
Shiva Texyarn Ltd.,SHIVATEX.BO
V.B.Desai Financial Services Ltd,VBDESAI.BO
Quadrant Televentures Limited,QUADRANT.BO
"First Custodian Fund (India) Ltd.,",1STCUS.BO
Kamanwala Housing Construction Ltd,KAMANWALA.BO
WSFX Global Pay Limited,WSFX.BO
Anjani Foods Limited,ANJANIFOODS.BO
Parshwanath Corporation Limited,PARSHWANA.BO
RAJVI LOGITRADE LIMITED,RAJVI.BO
Millennium Online Solutions (India) Ltd,MILLENNIUM.BO
"ICDS Ltd.,",ICDSLTD.BO
"Can Fin Homes Ltd.,",CANFINHOME.BO
Munoth Capital Market Ltd,MUNCAPM.BO
IL & FS Investment Managers Ltd.,IVC.BO
Shriram Finance Limited,SHRIRAMFIN.BO
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN.BO
BOMBAY TALKIES LIMITED,BOMTALKIES.BO
Sagar Systech Ltd.,SAGARSYST.BO
ID INFO BUSINESS SERVICES LTD.,IDINFO.BO
VLS Finance Limited,VLSFINANCE.BO
India Cements Capital Limited,INDCEMCAP.BO
AD-Manum Finance Ltd,ADMANUM.BO
Mehta Integrated Finance Ltd.,MEHIF.BO
Inter Globe Finance Ltd.,INTRGLB.BO
MUNOTH COMMUNICATION LIMITED,MCLTD.BO
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI.BO
CREST VENTURES LIMITED,CREST.BO
Vakrangee Limited,VAKRANGEE.BO
Gujarat Credit Corporation Ltd.,GUJCRED.BO
Sylph Technologies Ltd,SYLPH.BO
Dharani Finance Ltd.,DHARFIN.BO
Alexander Stamps And Coin Limited,ALEXANDER.BO
Indbank Merchant Banking Services L,INDBANK.BO
SHRYDUS INDUSTRIES LIMITED,SHRYDUS.BO
Bharat Bhushan Share & Commodity Brokers Ltd.,BHARAT.BO
Capital Trust Ltd.,CAPTRUST.BO
Ushakiran Finance Ltd.,USHAKIRA.BO
Vivo Bio tech Ltd.,VIVOBIOT.BO
Veerhealth Care Limited,VEERHEALTH.BO
Pan India Corporation Ltd,PANINDIAC.BO
Sahara HousingFina Corporation Ltd.,SAHARAHOUS.BO
NDA Securities ltd.,NDASEC.BO
GSB Finance Ltd.,GSBFIN.BO
Morarka Finance Ltd.,MORARKFI.BO
Monarch Networth Capital Limited,MONARCH.BO
Pro Fin Capital Services Ltd,PROFINC.BO
Times Guaranty Ltd.,TIMESGTY.BO
Sanchay Finvest Ltd,SANCF.BO
Som Datt Finance Corporation Ltd.,SODFC.BO
Regency Trust Ltd.,REGTRUS.BO
Avonmore Capital & Management Services Limited,AVONMORE.BO
Libord Finance Limited,LIBORDFIN.BO
Yash Management & Satellite Ltd.,YASHMGM.BO
Arihant Capital Markets Ltd.,ARIHANTCAP.BO
ISL Consulting Ltd,ISLCONSUL.BO
DCM Financial Services Ltd.,DCMFINSERV.BO
R.R.Financial Consultants Ltd.,RRFIN.BO
IM+ Capitals Limited,IMCAP.BO
Sambhaav Media Ltd.,SAMBHAAV.BO
Omega Interactive Technologies Ltd.,OMEGAIN.BO
Sugal & Damani Share Brokers Ltd.,SUGALDAM.BO
Nettlinx Ltd.,NETTLINX.BO
BGIL Films & Technologies Ltd,BGIL.BO
Scan Steels Limited,SCANSTL.BO
GIC Housing Finance Ltd.,GICHSGFIN.BO
Mathew Easow Research Securities Lt,MATHEWE.BO
Ajcon Global Services Ltd.,AJCON.BO
Chartered Capital & Investment Ltd.,CHRTEDCA.BO
Standard Capital Markets Ltd.,STANCAP.BO
YOGI LIMITED,YOGI.BO
Cubical Financial Services Ltd.,CUBIFIN.BO
Relic Technologies Ltd.,RELICTEC.BO
Nimbus Projects Limited,NIMBSPROJ.BO
BAID FINSERV LIMITED,BAIDFIN.BO
Vipul Limited,VIPULLTD.BO
K.Z.Leasing & Finance Ltd.,KZLFIN.BO
Mehta Securities Ltd.,MEHSECU.BO
Mehta Housing Finance Ltd.,MEHTAHG.BO
UGRO CAPITAL LIMITED,UGROCAP.BO
Shalibhadra Finance Ltd.,SAHLIBHFI.BO
Abirami Financial Services (India),ABIRAFN.BO
Mansi Finance (Chennai) Ltd,MANSIFIN.BO
Seven Hill Industries Limited,SEVENHILL.BO
Aastamangalam Finance Limited,AASTAFIN.BO
Muthoot Capital Services Ltd.,MUTHOOTCAP.BO
Master Trust Ltd.,MASTERTR.BO
"Nilkanth Engineering Ltd.,",ZNILKENG.BO
EFC (I) LIMITED,EFCIL.BO
Sobhagya Merchantile Ltd.,SOBME.BO
CNI Research Ltd,CNIRESLTD.BO
"Saraswati Commercial (India) Ltd.,",ZSARACOM.BO
"Winro Commercial (India) Ltd.,",WINROC.BO
N.D.Metal Industries Ltd,NDMETAL.BO
Inertia Steel Limited,INERTIAST.BO
PH Trading Ltd.,PHTRADING.BO
"Kapil Cotex  Ltd.,",KAPILCO.BO
TCC CONCEPT LIMITED,TCC.BO
Royal India Corporation Limited,ROYALIND.BO
Luharuka Media & Infra Limited,LUHARUKA.BO
"Ventura Guaranty Ltd.,",SHYAM.BO
"Sanmitra Commercial Ltd.,",ZSANMCOM.BO
"Ayoki Mercantile Ltd.,",AYOME.BO
VISHVPRABHA VENTURES LIMITED,VISVEN.BO
"Mrugesh Trading Ltd.,",MRUTR.BO
Deccan Gold Mines Ltd.,DECNGOLD.BO
UPL Limited,UPL.BO
"Anshuni Commercials Ltd.,",ANSHNCO.BO
Cranes Software International Ltd.,CRANESSOFT.BO
Saianand Commercial Limited,SAICOM.BO
EYANTRA VENTURES LIMITED,EY.BO
"Triochem Products Ltd.,",TRIPR.BO
Nidhi Granites Limited,NIDHGRN.BO
Rose Merc.Limited,ROSEMER.BO
"Twin Roses Trades & Agencies Ltd.,",TWIROST.BO
Signet Industries Limited,SIGIND.BO
Kajal Synthetics and Silk Mills Ltd,KAJALSY.BO
Avance Technologies Ltd.,AVANCE.BO
M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD.BO
Terraform Realstate Limited,TERRAREAL.BO
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.BO
ABans Enterprises Limited,ABANSENT.BO
Vama Industries Limited,VAMA.BO
Sunteck Realty Ltd,SUNTECK.BO
Bentley Commercial Enterprises Ltd.,BENTCOM.BO
"Classic Electricals Ltd.,",CLASELE.BO
STEPHANOTIS FINANCE LIMITED,STEPHANOTIS.BO
Prism Medico and Pharmacy Ltd.,PRISMMEDI.BO
SPV GLOBAL TRADING LIMITED,SPVGLOBAL.BO
Veritas (India) Limited,VERITAS.BO
Jai Corp Limited,JAICORPLTD.BO
"Nivi Trading Ltd.,",ZNIVITRD.BO
"Ashirwad Capital Ltd.,",ASHCAP.BO
Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP.BO
Bajaj Global Ltd,BAJGLOB.BO
Media Matrix Worldwide Ltd.,MMWL.BO
Tashi India Ltd.,TASHIND.BO
Autoriders International Ltd,AUTOINT.BO
N2N Technologies Limited,NNTL.BO
"Speedage Commercials Ltd.,",ZSPEEDCO.BO
Bhagyanagar India Limited,BHAGYANGR.BO
Shantai Industries Limited,SHANTAI.BO
Chambal Breweries & Distilleries Li,CHMBBRW.BO
"Mansoon Trading Co. Ltd.,",ZMANSOON.BO
SG MART LIMITED,SGMART.BO
CES Limited,CESL.BO
"Aravali Securities & Finance Ltd.,",ARAVALIS.BO
"Yash Trading & Finance Ltd.,",YASTF.BO
"Sheraton Properties & Finance Ltd.,",ZSHERAPR.BO
"Magnanimous Trade & Finance Ltd.,",MAGANTR.BO
Cressanda Solutions Ltd.,CRESSAN.BO
STARTECK FINANCE LIMITED,STARTECK.BO
Shardul Securities Ltd.,SHARDUL.BO
SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA.BO
"Bengal Steel Industries Ltd.,",BENGALS.BO
Uniworth Securities Limited,UNIWSEC.BO
"Mercury Trade Links Ltd.,",MERCTRD.BO
"Nirav Commercials Ltd.,",NIRAVCOM.BO
"White Hall Commercial Co.Ltd.,",WHITHAL.BO
Asutosh Enterprise Ltd.,ASUTENT.BO
"Apollo Finvest (India) Ltd.,",APOLLOFI.BO
"Enbee Trade & Finance Ltd.,",ENBETRD.BO
Ganon Products Limited,GANONPRO.BO
"Devinsu Trading Ltd.,",DEVITRD.BO
Shri Jagdamba Polymers Ltd,SHRJAGP.BO
Lloyds Metals and Energy Limited,LLOYDSME.BO
"Punctual Trading Ltd.,",PUNCTRD.BO
LLOYDS ENTERPRISES LIMITED,LLOYDSENT.BO
"Betex India Ltd.,",BETXIND.BO
VIRYA RESOURCES LIMITED,VIRYA.BO
"Polytex India Ltd.,",POLYTEX.BO
"Dhanlaxmi Cotex Ltd.,",DHANCOT.BO
Oasis Securities Limited,OASISEC.BO
Garnet International Limited,GARNETINT.BO
Shalimar Productions Ltd.,SHALPRO.BO
"Varun Mercantile Ltd.,",VARUNME.BO
Donear Industries Ltd,DONEAR.BO
Super Sales India Ltd.,SUPER.BO
Sequent Scientific Limited,SEQUENT.BO
State Trading Corporation of India,STCINDIA.BO
Zenith Exports Ltd.,ZENITHEXPO.BO
Kohinoor Foods Ltd,KOHINOOR.BO
NEELKANTH LIMITED,NEELKANTH.BO
Avanti Feeds ltd.,AVANTIFEED.BO
Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ.BO
Sita Enterprises LTD.,SITAENT.BO
Pulsar International Limited,PULSRIN.BO
Manbro Industries Limited,MANBRO.BO
KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV.BO
Adani Enterprises Ltd.,ADANIENT.BO
Haria Exports Ltd.,HARIAEXPO.BO
Bhandari Hosiery Exports Ltd.,BHANDARI.BO
RLF Ltd.,RLF.BO
Regent Enterprises Limited,REGENTRP.BO
Orbit Exports Ltd.,ORBTEXP.BO
Savera Industries Ltd.,SAVERA.BO
V.B.C. Ferro Alloys Ltd.,VBCFERROQ.BO
NAVA LIMITED,NAVA.BO
Hindusthan Udyog Ltd,ZHINUDYP.BO
Remi Edelstahl Tubulars Limited,REMIEDEL.BO
"G.S. Auto International Ltd.,",GSAUTO.BO
"Trans-Freight Containers Ltd.,",TRANSFRE.BO
"Shivalik Bimetal Controls Ltd.,",SBCL.BO
"Gandhi Special Tubes Ltd.,",GANDHITUBE.BO
"Amforge Industries Ltd.,",AMFORG.BO
ABC Gas (International) Ltd.,ABCGAS.BO
Oricon Enterprises Ltd.,ORICONENT.BO
"Acrow (India) Ltd.,",ACROW.BO
Steel Strips Infrastructures Limited,STLSTRINF.BO
"Pennar Industries Ltd.,",PENIND.BO
"Jyoti Structures Ltd.,",JYOTISTRUC.BO
Jay Ushin Ltd.,JAYUSH.BO
Steel Strips & Wheels Ltd,SSWL.BO
Man Industries (India) Ltd,MANINDS.BO
Modern Steels Limited,MDRNSTL.BO
"Synthiko Foils Ltd.,",SYNTHFO.BO
Golkonda Aluminium Extrusions Ltd,GOLKONDA.BO
Gujarat Toolroom Ltd.,GUJTLRM.BO
Ajmera Realty & Infra India Limited,AJMERA.BO
"Cochin Minerals & Rutile Ltd.,",COCHINM.BO
India Steel Works Ltd,ISWL.BO
KRISHANVEER FORGE LIMITED,KVFORGE.BO
"Carborundum Universal Ltd.,",CARBORUNIV.BO
"MMTC Ltd.,",MMTC.BO
Vallabh Steels ltd,VALLABHSQ.BO
Ashiana Ispat Limited,ASHIS.BO
P.M. Telelinnks Limited,PMTELELIN.BO
Smiths & Founders (India) Limited,SMFIL.BO
Bloom Industries Ltd,BLOIN.BO
Maitri Enterprises Limited,MAITRI.BO
Tata Metaliks Ltd,TATAMETALI.BO
Shah Alloys Limited,SHAHALLOYS.BO
Elango Industries Ltd,ELANGO.BO
Kanishk Steel Industries Ltd,KANSHST.BO
Mahalaxmi Seamless Ltd.,MAHALXSE.BO
Simplex Castings Ltd.,SIMPLEXCAS.BO
Shree Steel Wire Ropes Ltd.,SSWRL.BO
SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTER.BO
Southern Magnesium And Chemicals Lt,SOUTHMG.BO
Baroda Extrusion Ltd.,BAROEXT.BO
Gujarat Containers Ltd.,GUJCONT.BO
Kalyani Forge Ltd.,KALYANIFRG.BO
Panchmahal Steel Ltd.,PANCHMAHQ.BO
Aditya Ispat Ltd.,ADITYA.BO
S.R.Industries Ltd.,SRIND.BO
Steelcast Ltd.,STEELCAS.BO
PITTI ENGINEERING LIMITED,PITTIENG.BO
Glittek Granites Ltd.,GLITTEKG.BO
Pradeep Metals Ltd.,PRADPME.BO
Gujarat Natural Resources Limited,GNRL.BO
Tamilnadu Steel Tubes Ltd.,TNSTLTU.BO
Sharda Ispat Ltd.,SHRDAIS.BO
Mahamaya Steel Industries Limited,MAHASTEEL.BO
Nova Iron & Steel Ltd.,NOVIS.BO
Sterling Powergensys Limited,STERPOW.BO
Foundry Fuel Products Ltd.,FFPL.BO
Hindustan Copper Ltd.,HINDCOPPER.BO
Tulsyan NEC Ltd,TULSYAN.BO
Axel Polymers Ltd.,AXELPOLY.BO
NLC India Limited,NLCINDIA.BO
Spectra Industries Ltd.,SPECTRA.BO
KIC Metaliks Ltd.,KAJARIR.BO
Solid Stone Company Ltd.,SOLIDSTON.BO
Shilp Gravures Ltd.,SHILGRAVQ.BO
White Organic Agro Limited,WHITEORG.BO
MFS Intercorp Limited,MFSINTRCRP.BO
Aro Granite Industries Ltd.,AROGRANITE.BO
"Himachal Fibres Ltd.,",HIMFIBP.BO
Rajkamal Synthetics Ltd.,RAJKSYN.BO
"Deepak Spinners Ltd.,",DEEPAKSP.BO
Loyal Textiles Mills Ltd,LOYALTEX.BO
"Himatsingka Seide Ltd.,",HIMATSEIDE.BO
"BSL Ltd.,",BSL.BO
MARKOBENZ VENTURES LIMITED,MARKOBENZ.BO
"P.B.M. Polytex Ltd.,",PBMPOLY.BO
"Adinath Textiles Ltd.,",ADINATH.BO
Konark Synthetics  Ltd,KONARKSY.BO
"Suryalata Spinning Mills Ltd.,",SURYALA.BO
"Suryavanshi Spinning Mills Ltd.,",SURYVANSP.BO
T T Ltd,TTL.BO
WELSPUN LIVING LIMITED,WELSPUNLIV.BO
Indian Acrylics Ltd,INDIANACRY.BO
Ganesha Ecosphere Limited,GANECOS.BO
Ceeta Industries Ltd.,CEETAIN.BO
"Vardhman Polytex Ltd.,",VARDMNPOLY.BO
Black Rose Industries Ltd,BLACKROSE.BO
S & T Corporation Limited,STCORP.BO
Ramgopal Polytex Ltd,RAMGOPOLY.BO
Sangam (India) Ltd,SANGAMIND.BO
TTL ENTERPRISES LIMITED,TTLEL.BO
MKVENTURES CAPITAL LIMITED,MKVENTURES.BO
Kush Industries Limited,KUSHIND.BO
Sree chem Resins Ltd,SRECR.BO
Surbhi Industries Limited,SURBHIN.BO
Seasons Textiles Ltd,SEASONST.BO
Zenith Fibres Limited,ZENIFIB.BO
Bhilwara Spinners Ltd,BHILSPIN.BO
"Aarvee Denims & Exports Ltd.,",AARVEEDEN.BO
Sanrhea Technical Textiles Ltd.,SANTETX.BO
Ashima Ltd,ASHIMASYN.BO
Pioneer Embroideries Ltd.,PIONEEREMB.BO
Vippy Spinpro Ltd.,VIPPYSP.BO
Jaihind Synthetics Ltd.,JAIHINDS.BO
Raghuvir Synthetics Ltd.,RAGHUSYN.BO
Jattashankar Industries Limited,JATTAINDUS.BO
Kamadgiri Fashion Limited,KAMADGIRI.BO
Omnitex Industries (India) Ltd.,OMNITEX.BO
Patspin India Ltd.,PATSPINLTD.BO
ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL.BO
Neo Infracon Ltd.,NEOINFRA.BO
GENESIS IBRC INDIA LIMITED,GENESIS.BO
Winsome Yarns Ltd.,WINSOME.BO
Premier Polyfilm Ltd.,PREMIERPOL.BO
EVERLON FINANCIALS LIMITED,EVERFIN.BO
K&R RAIL ENGINEERING LIMITED,KRRAIL.BO
Yarn Syndicate Ltd.,YARNSYN.BO
Gujarat Cotex Ltd,GUJCOTEX.BO
Garware Synthetics Ltd.,GARWSYN.BO
ECO HOTELS AND RESORTS LIMITED,ECOHOTELS.BO
Mangalam Organics Limited,MANORG.BO
Hindustan Adhesives Ltd.,HINDADH.BO
Sri KPR Industries Ltd,SRIKPRIND.BO
"Jyoti Resins & Adhesives Ltd,",JYOTIRES.BO
Mahalaxmi Rubtech Ltd.,MHLXMIRU.BO
Southern Latex Ltd.,SOUTLAT.BO
Winsome Textile Industries Ltd,WINSOMTX.BO
"Modern Insulators Ltd.,",MODINSU.BO
Regency Ceramics Ltd,REGENCERAM.BO
Asahi India Glass Ltd.,ASAHIINDIA.BO
"Murudeshwar Ceramics Ltd.,",MURUDCERA.BO
Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN.BO
Anant Raj Limited,ANANTRAJ.BO
"Madhusudan Industries Ltd.,",MADHUDIN.BO
Restile Ceramics Ltd.,RESTILE.BO
"Madhav Marbles & Granites Ltd.,",MADHAV.BO
Ramasigns Industries Limited,RAMASIGNS.BO
Haldyn Glass Limited,HALDYNGL.BO
DUROPLY INDUSTRIES LIMITED,DUROPLY.BO
"Shreyans Industries Limited.,",SHREYANIND.BO
Agio Paper & Industries Limited,AGIOPAPER.BO
Star Paper Mills Ltd.,STARPAPER.BO
PAKKA LIMITED,PAKKA.BO
National Plywood Industries Ltd.,NATPLY.BO
Arrow Greentech Limited,ARROWGREEN.BO
Vishnu Chemicals Limited,VISHNU.BO
Jumbo Bag ltd.,JUMBO.BO
N.R.Agarwal Industries Ltd.,NRAIL.BO
3P LAND HOLDINGS LTD.,3PLAND.BO
Sangal Papers Ltd.,SANPA.BO
Ventura Textiles Ltd.,VENTURA.BO
Shree Karthik Papers Ltd.,SHKARTP.BO
South India Paper Mills Ltd.,STHINPA.BO
FAMILY CARE HOSPITALS LIMITED,FAMILYCARE.BO
"Vindhya Telelinks Ltd.,",VINDHYATEL.BO
RIR POWER ELECTRONICS LIMITED,RIR.BO
Ador Welding Ltd.,ADORWELD.BO
International Data Managements Ltd.,IDM.BO
"Salzer Electronics Ltd.,",SALZERELEC.BO
Jetking Infotrain Ltd.,JETKINGQ.BO
Aplab Ltd.,APLAB.BO
PCS Technology Ltd.,PCS.BO
Usha Martin Ltd.,USHAMART.BO
SPEL Semiconductor Ltd.,SPELS.BO
"Subros Ltd.,",SUBROS.BO
Edvenswa Enterprises Limited,EDVENSWA.BO
Pervasive Commodities Limited,PERVASIVE.BO
Honeywell Automation India Ltd.,HONAUT.BO
Switching Technologies Gunther Ltd.,SWITCHTE.BO
"Lumax Industries Ltd.,",LUMAXIND.BO
DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE.BO
"Calcom Vision Ltd.,",CALCOM.BO
Dynavision Limited,DYNAVSN.BO
"BCC Fuba India Ltd.,",BCCFUBA.BO
"Precision Electronics Ltd.,",PRECISIO.BO
Fine-line Circuits Ltd.,FINELINE.BO
HBL Power Systems Ltd.,HBLPOWER.BO
"S & S Power Switchgears Ltd.,",S&SPOWER.BO
Gujarat Poly Electronics Limited,GUJARATPOLY.BO
Gujarat Industries Power Co. Ltd,GIPCL.BO
Samvardhana Motherson International Limited,MOTHERSON.BO
Mindteck (India) Ltd,MINDTECK.BO
Havells India Limited,HAVELLS.BO
