Names,Tickers
Electrosteel Castings Limited,ELECTCAST.NS
Electrotherm (India) Limited,ELECTHERM.NS
Elgi Equipments Limited,ELGIEQUIP.NS
Elgi Rubber Company Limited,ELGIRUBCO.NS
Elin Electronics Limited,ELIN.NS
Emami Limited,EMAMILTD.NS
Emami Paper Mills Limited,EMAMIPAP.NS
Emami Realty Limited,EMAMIREAL.NS
Electronics Mart India Limited,EMIL.NS
Emkay Global Financial Services Limited,EMKAY.NS
Emmbi Industries Limited,EMMBI.NS
EMS Limited,EMSLIMITED.NS
eMudhra Limited,EMUDHRA.NS
Endurance Technologies Limited,ENDURANCE.NS
Energy Development Company Limited,ENERGYDEV.NS
Engineers India Limited,ENGINERSIN.NS
Entertainment Network (India) Limited,ENIL.NS
Epigral Limited,EPIGRAL.NS
EPL Limited,EPL.NS
Equippp Social Impact Technologies Limited,EQUIPPP.NS
Equitas Small Finance Bank Limited,EQUITASBNK.NS
Eris Lifesciences Limited,ERIS.NS
Eros International Media Limited,EROSMEDIA.NS
Esab India Limited,ESABINDIA.NS
ESAF Small Finance Bank Limited,ESAFSFB.NS
Escorts Kubota Limited,ESCORTS.NS
Essar Shipping Limited,ESSARSHPNG.NS
Integra Essentia Limited,ESSENTIA.NS
Ester Industries Limited,ESTER.NS
Ethos Limited,ETHOSLTD.NS
Eurotex Industries and Exports Limited,EUROTEXIND.NS
Eveready Industries India Limited,EVEREADY.NS
Everest Industries Limited,EVERESTIND.NS
Excel Realty N Infra Limited,EXCEL.NS
Excel Industries Limited,EXCELINDUS.NS
Exide Industries Limited,EXIDEIND.NS
Expleo Solutions Limited,EXPLEOSOL.NS
Exxaro Tiles Limited,EXXARO.NS
Fertilizers and Chemicals Travancore Limited,FACT.NS
Fairchem Organics Limited,FAIRCHEMOR.NS
Faze Three Limited,FAZE3Q.NS
Fineotex Chemical Limited,FCL.NS
Future Consumer Limited,FCONSUMER.NS
FCS Software Solutions Limited,FCSSOFT.NS
FDC Limited,FDC.NS
The Federal Bank  Limited,FEDERALBNK.NS
Fedbank Financial Services Limited,FEDFINA.NS
Future Enterprises Limited,FELDVR.NS
Fiberweb (India) Limited,FIBERWEB.NS
Fiem Industries Limited,FIEMIND.NS
Filatex India Limited,FILATEX.NS
Finolex Cables Limited,FINCABLES.NS
Fine Organic Industries Limited,FINEORG.NS
Fino Payments Bank Limited,FINOPB.NS
Finolex Industries Limited,FINPIPE.NS
Five-Star Business Finance Limited,FIVESTAR.NS
Flair Writing Industries Limited,FLAIR.NS
Flexituff Ventures International Limited,FLEXITUFF.NS
Future Lifestyle Fashions Limited,FLFL.NS
Gujarat Fluorochemicals Limited,FLUOROCHEM.NS
Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS
Future Market Networks Limited,FMNL.NS
Focus Lighting and Fixtures Limited,FOCUS.NS
Foods & Inns Limited,FOODSIN.NS
Fortis Healthcare Limited,FORTIS.NS
Foseco India Limited,FOSECOIND.NS
Future Supply Chain Solutions Limited,FSC.NS
Firstsource Solutions Limited,FSL.NS
Fusion Micro Finance Limited,FUSION.NS
Gabriel India Limited,GABRIEL.NS
Gujarat Ambuja Exports Limited,GAEL.NS
GAIL (India) Limited,GAIL.NS
Galaxy Surfactants Limited,GALAXYSURF.NS
Gallantt Ispat Limited,GALLANTT.NS
Gandhar Oil Refinery (India) Limited,GANDHAR.NS
Gandhi Special Tubes Limited,GANDHITUBE.NS
Ganesha Ecosphere Limited,GANECOS.NS
Ganesh Benzoplast Limited,GANESHBE.NS
Ganesh Housing Corporation Limited,GANESHHOUC.NS
Ganga Forging Limited,GANGAFORGE.NS
Ganges Securities Limited,GANGESSECU.NS
Garware Technical Fibres Limited,GARFIBRES.NS
GACM Technologies Limited,GATECH.NS
GACM Technologies Limited,GATECHDVR.NS
Gateway Distriparks Limited,GATEWAY.NS
Gayatri Highways Limited,GAYAHWS.NS
GeeCee Ventures Limited,GEECEE.NS
Geekay Wires Limited,GEEKAYWIRE.NS
Generic Engineering Construction and Projects Limited,GENCON.NS
Genesys International Corporation Limited,GENESYS.NS
Gensol Engineering Limited,GENSOL.NS
Genus Paper & Boards Limited,GENUSPAPER.NS
Genus Power Infrastructures Limited,GENUSPOWER.NS
Geojit Financial Services Limited,GEOJITFSL.NS
GE Power India Limited,GEPIL.NS
The Great Eastern Shipping Company Limited,GESHIP.NS
GE T&D India Limited,GET&D.NS
GFL Limited,GFLLIMITED.NS
GHCL Limited,GHCL.NS
GHCL Textiles Limited,GHCLTEXTIL.NS
GIC Housing Finance Limited,GICHSGFIN.NS
General Insurance Corporation of India,GICRE.NS
Gillanders Arbuthnot & Company Limited,GILLANDERS.NS
Gillette India Limited,GILLETTE.NS
Ginni Filaments Limited,GINNIFILA.NS
Gujarat Industries Power Company Limited,GIPCL.NS
GKW Limited,GKWLIMITED.NS
Gland Pharma Limited,GLAND.NS
GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS
Glenmark Pharmaceuticals Limited,GLENMARK.NS
Gujarat Lease Financing Limited,GLFL.NS
Global Education Limited,GLOBAL.NS
Global Vectra Helicorp Limited,GLOBALVECT.NS
Globe Textiles (India) Limited,GLOBE.NS
Globus Spirits Limited,GLOBUSSPR.NS
Glenmark Life Sciences Limited,GLS.NS
GM Breweries Limited,GMBREW.NS
Gujarat Mineral Development Corporation Limited,GMDCLTD.NS
GMM Pfaudler Limited,GMMPFAUDLR.NS
GMR Airports Infrastructure Limited,GMRINFRA.NS
GMR Power and Urban Infra Limited,GMRP&UI.NS
GNA Axles Limited,GNA.NS
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC.NS
Goa Carbon Limited,GOACARBON.NS
GOCL Corporation Limited,GOCLCORP.NS
Go Fashion (India) Limited,GOCOLORS.NS
Godfrey Phillips India Limited,GODFRYPHLP.NS
Godha Cabcon & Insulation Limited,GODHA.NS
Godrej Agrovet Limited,GODREJAGRO.NS
Godrej Consumer Products Limited,GODREJCP.NS
Godrej Industries Limited,GODREJIND.NS
Godrej Properties Limited,GODREJPROP.NS
Gokaldas Exports Limited,GOKEX.NS
Gokul Refoils and Solvent Limited,GOKUL.NS
Gokul Agro Resources Limited,GOKULAGRO.NS
Golden Tobacco Limited,GOLDENTOBC.NS
Goldiam International Limited,GOLDIAM.NS
Goldstone Technologies Limited,GOLDTECH.NS
Goodluck India Limited,GOODLUCK.NS
Goyal Aluminiums Limited,GOYALALUM.NS
Godawari Power And Ispat limited,GPIL.NS
Gujarat Pipavav Port Limited,GPPL.NS
GPT Infraprojects Limited,GPTINFRA.NS
Granules India Limited,GRANULES.NS
Graphite India Limited,GRAPHITE.NS
Grasim Industries Limited,GRASIM.NS
Gravita India Limited,GRAVITA.NS
Greaves Cotton Limited,GREAVESCOT.NS
Greenlam Industries Limited,GREENLAM.NS
Greenpanel Industries Limited,GREENPANEL.NS
Greenply Industries Limited,GREENPLY.NS
Orient Green Power Company Limited,GREENPOWER.NS
Grindwell Norton Limited,GRINDWELL.NS
G R Infraprojects Limited,GRINFRA.NS
GRM Overseas Limited,GRMOVER.NS
The Grob Tea Company Limited,GROBTEA.NS
GRP Limited,GRPLTD.NS
Garden Reach Shipbuilders & Engineers Limited,GRSE.NS
Garware Hi-Tech Films Limited,GRWRHITECH.NS
Gujarat State Fertilizers & Chemicals Limited,GSFC.NS
Global Surfaces Limited,GSLSU.NS
Gujarat State Petronet Limited,GSPL.NS
GSS Infotech Limited,GSS.NS
G-TEC JAINX EDUCATION LIMITED,GTECJAINX.NS
GTL Limited,GTL.NS
GTL Infrastructure Limited,GTLINFRA.NS
GTPL Hathway Limited,GTPL.NS
Gufic Biosciences Limited,GUFICBIO.NS
Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS
Gujarat Apollo Industries Limited,GUJAPOLLO.NS
Gujarat Gas Limited,GUJGASLTD.NS
Gujarat Raffia Industries Limited,GUJRAFFIA.NS
Gulf Oil Lubricants India Limited,GULFOILLUB.NS
GP Petroleums Limited,GULFPETRO.NS
Gulshan Polyols Limited,GULPOLY.NS
GVK Power & Infrastructure Limited,GVKPIL.NS
GVP Infotech Limited,GVPTECH.NS
Hindustan Aeronautics Limited,HAL.NS
Happiest Minds Technologies Limited,HAPPSTMNDS.NS
Happy Forgings Limited,HAPPYFORGE.NS
Hardwyn India Limited,HARDWYN.NS
Hariom Pipe Industries Limited,HARIOMPIPE.NS
Harrisons  Malayalam Limited,HARRMALAYA.NS
Harsha Engineers International Limited,HARSHA.NS
Hathway Cable & Datacom Limited,HATHWAY.NS
Hatsun Agro Product Limited,HATSUN.NS
Havells India Limited,HAVELLS.NS
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA.NS
HBL Power Systems Limited,HBLPOWER.NS
HB Stockholdings Limited,HBSL.NS
Hindustan Construction Company Limited,HCC.NS
Healthcare Global Enterprises Limited,HCG.NS
HCL Infosystems Limited,HCL-INSYS.NS
HCL Technologies Limited,HCLTECH.NS
HDFC Asset Management Company Limited,HDFCAMC.NS
HDFC Bank Limited,HDFCBANK.NS
HDFC Life Insurance Company Limited,HDFCLIFE.NS
Heads UP Ventures Limited,HEADSUP.NS
HEC Infra Projects Limited,HECPROJECT.NS
HEG Limited,HEG.NS
HeidelbergCement India Limited,HEIDELBERG.NS
Hemisphere Properties India Limited,HEMIPROP.NS
Heranba Industries Limited,HERANBA.NS
Hercules Hoists Limited,HERCULES.NS
Heritage Foods Limited,HERITGFOOD.NS
Hero MotoCorp Limited,HEROMOTOCO.NS
Hester Biosciences Limited,HESTERBIO.NS
Heubach Colorants India Limited,HEUBACHIND.NS
Hexa Tradex Limited,HEXATRADEX.NS
HFCL Limited,HFCL.NS
H.G. Infra Engineering Limited,HGINFRA.NS
Hinduja Global Solutions Limited,HGS.NS
Hikal Limited,HIKAL.NS
HIL Limited,HIL.NS
Hilton Metal Forging Limited,HILTON.NS
Himatsingka Seide Limited,HIMATSEIDE.NS
Hindalco Industries Limited,HINDALCO.NS
Hindustan Composites Limited,HINDCOMPOS.NS
Hindcon Chemicals Limited,HINDCON.NS
Hindustan Copper Limited,HINDCOPPER.NS
Hindustan Motors Limited,HINDMOTORS.NS
Hindustan Oil Exploration Company Limited,HINDOILEXP.NS
Hindustan Petroleum Corporation Limited,HINDPETRO.NS
Hindustan Unilever Limited,HINDUNILVR.NS
Hindware Home Innovation Limited,HINDWAREAP.NS
Hindustan Zinc Limited,HINDZINC.NS
Hind Rectifiers Limited,HIRECT.NS
Hisar Metal Industries Limited,HISARMETAL.NS
Hi-Tech Pipes Limited,HITECH.NS
Hitech Corporation Limited,HITECHCORP.NS
The Hi-Tech Gears Limited,HITECHGEAR.NS
HLE Glascoat Limited,HLEGLAS.NS
HLV LIMITED,HLVLTD.NS
HMA Agro Industries Limited,HMAAGRO.NS
HMT Limited,HMT.NS
Hindustan Media Ventures Limited,HMVL.NS
Hindustan Foods Limited,HNDFDS.NS
Home First Finance Company India Limited,HOMEFIRST.NS
Honasa Consumer Limited,HONASA.NS
Honeywell Automation India Limited,HONAUT.NS
Honda India Power Products Limited,HONDAPOWER.NS
HOV Services Limited,HOVS.NS
HP Adhesives Limited,HPAL.NS
Hindprakash Industries Limited,HPIL.NS
HPL Electric & Power Limited,HPL.NS
Himadri Speciality Chemical Limited,HSCL.NS
HT Media Limited,HTMEDIA.NS
Hubtown Limited,HUBTOWN.NS
Housing & Urban Development Corporation Limited,HUDCO.NS
Huhtamaki India Limited,HUHTAMAKI.NS
Hybrid Financial Services Limited,HYBRIDFIN.NS
Indiabulls Real Estate Limited,IBREALEST.NS
Indiabulls Housing Finance Limited,IBULHSGFIN.NS
ICDS Limited,ICDSLTD.NS
Ice Make Refrigeration Limited,ICEMAKE.NS
ICICI Bank Limited,ICICIBANK.NS
ICICI Lombard General Insurance Company Limited,ICICIGI.NS
ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS
Indo Count Industries Limited,ICIL.NS
ICRA Limited,ICRA.NS
IDBI Bank Limited,IDBI.NS
Vodafone Idea Limited,IDEA.NS
Ideaforge Technology Limited,IDEAFORGE.NS
IDFC Limited,IDFC.NS
IDFC First Bank Limited,IDFCFIRSTB.NS
Indiabulls Enterprises Limited,IEL.NS
Indian Energy Exchange Limited,IEX.NS
IFB Agro Industries Limited,IFBAGRO.NS
IFB Industries Limited,IFBIND.NS
IFCI Limited,IFCI.NS
IFGL Refractories Limited,IFGLEXPOR.NS
Igarashi Motors India Limited,IGARASHI.NS
Indraprastha Gas Limited,IGL.NS
IG Petrochemicals Limited,IGPL.NS
IIFL Finance Limited,IIFL.NS
IIFL Securities Limited,IIFLSEC.NS
Industrial Investment Trust Limited,IITL.NS
IKIO Lighting Limited,IKIO.NS
IL&FS Engineering and Construction Company Limited,IL&FSENGG.NS
IL&FS Transportation Networks Limited,IL&FSTRANS.NS
Imagicaaworld Entertainment Limited,IMAGICAA.NS
Indian Metals & Ferro Alloys Limited,IMFA.NS
India Motor Parts and Accessories Limited,IMPAL.NS
Impex Ferro Tech Limited,IMPEXFERRO.NS
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE.NS
Indbank Merchant Banking Services Limited,INDBANK.NS
The Indian Hotels Company Limited,INDHOTEL.NS
The India Cements Limited,INDIACEM.NS
India Glycols Limited,INDIAGLYCO.NS
Indiamart Intermesh Limited,INDIAMART.NS
Indian Bank,INDIANB.NS
Indian Card Clothing Company Limited,INDIANCARD.NS
Indian Hume Pipe Company Limited,INDIANHUME.NS
India Shelter Finance Corporation Limited,INDIASHLTR.NS
InterGlobe Aviation Limited,INDIGO.NS
Indigo Paints Limited,INDIGOPNTS.NS
India Nippon Electricals Limited,INDNIPPON.NS
Indo Amines Limited,INDOAMIN.NS
Indo Borax & Chemicals Limited,INDOBORAX.NS
Indoco Remedies Limited,INDOCO.NS
Indo Rama Synthetics (India) Limited,INDORAMA.NS
IndoStar Capital Finance Limited,INDOSTAR.NS
Indo Tech Transformers Limited,INDOTECH.NS
Indo Thai Securities Limited,INDOTHAI.NS
Indowind Energy Limited,INDOWIND.NS
Indraprastha Medical Corporation Limited,INDRAMEDCO.NS
Ind-Swift Laboratories Limited,INDSWFTLAB.NS
Ind-Swift Limited,INDSWFTLTD.NS
Indian Terrain Fashions Limited,INDTERRAIN.NS
IndusInd Bank Limited,INDUSINDBK.NS
Indus Towers Limited,INDUSTOWER.NS
Infibeam Avenues Limited,INFIBEAM.NS
InfoBeans Technologies Limited,INFOBEAN.NS
Infomedia Press Limited,INFOMEDIA.NS
Infosys Limited,INFY.NS
Ingersoll Rand (India) Limited,INGERRAND.NS
Innova Captab Limited,INNOVACAP.NS
Inox Green Energy Services Limited,INOXGREEN.NS
INOX India Limited,INOXINDIA.NS
Inox Wind Limited,INOXWIND.NS
Insecticides (India) Limited,INSECTICID.NS
Inspirisys Solutions Limited,INSPIRISYS.NS
Intellect Design Arena Limited,INTELLECT.NS
Intense Technologies Limited,INTENTECH.NS
International Conveyors Limited,INTLCONV.NS
Inventure Growth & Securities Limited,INVENTURE.NS
Indian Overseas Bank,IOB.NS
Indian Oil Corporation Limited,IOC.NS
IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS
ION Exchange (India) Limited,IONEXCHANG.NS
IPCA Laboratories Limited,IPCALAB.NS
India Pesticides Limited,IPL.NS
IRB Infrastructure Developers Limited,IRB.NS
Ircon International Limited,IRCON.NS
Indian Railway Catering And Tourism Corporation Limited,IRCTC.NS
Indian Renewable Energy Development Agency Limited,IREDA.NS
Indian Railway Finance Corporation Limited,IRFC.NS
Iris Business Services Limited,IRIS.NS
Iris Clothings Limited,IRISDOREME.NS
IRM Energy Limited,IRMENERGY.NS
ICICI Securities Limited,ISEC.NS
Intrasoft Technologies Limited,ISFT.NS
Isgec Heavy Engineering Limited,ISGEC.NS
ISMT Limited,ISMTLTD.NS
ITC Limited,ITC.NS
India Tourism Development Corporation Limited,ITDC.NS
ITD Cementation India Limited,ITDCEM.NS
ITI Limited,ITI.NS
IL&FS Investment Managers Limited,IVC.NS
IVP Limited,IVP.NS
Inox Wind Energy Limited,IWEL.NS
IZMO Limited,IZMO.NS
The Jammu & Kashmir Bank Limited,J&KBANK.NS
Jagran Prakashan Limited,JAGRAN.NS
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS
Jai Balaji Industries Limited,JAIBALAJI.NS
Jai Corp Limited,JAICORPLTD.NS
Nandani Creation Limited,JAIPURKURT.NS
Jamna Auto Industries Limited,JAMNAAUTO.NS
Jash Engineering Limited,JASH.NS
Jayant Agro Organics Limited,JAYAGROGN.NS
Jay Bharat Maruti Limited,JAYBARMARU.NS
Jayaswal Neco Industries Limited,JAYNECOIND.NS
Jayshree Tea & Industries Limited,JAYSREETEA.NS
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM.NS
JBM Auto Limited,JBMA.NS
Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC.NS
Jet Airways (India) Limited,JETAIRWAYS.NS
Jet Freight Logistics Limited,JETFREIGHT.NS
JHS Svendgaard Laboratories Limited,JHS.NS
Jindal Photo Limited,JINDALPHOT.NS
Jindal Poly Films Limited,JINDALPOLY.NS
Jindal Saw Limited,JINDALSAW.NS
Jindal Steel & Power Limited,JINDALSTEL.NS
Jindal Drilling And Industries Limited,JINDRILL.NS
Jindal Worldwide Limited,JINDWORLD.NS
Jio Financial Services Limited,JIOFIN.NS
Jain Irrigation Systems Limited,JISLDVREQS.NS
Jain Irrigation Systems Limited,JISLJALEQS.NS
JITF Infralogistics Limited,JITFINFRA.NS
JK Cement Limited,JKCEMENT.NS
J.Kumar Infraprojects Limited,JKIL.NS
JK Lakshmi Cement Limited,JKLAKSHMI.NS
JK Paper Limited,JKPAPER.NS
JK Tyre & Industries Limited,JKTYRE.NS
Jupiter Life Line Hospitals Limited,JLHL.NS
Jullundur Motor Agency (Delhi) Limited,JMA.NS
JM Financial Limited,JMFINANCIL.NS
Jocil Limited,JOCIL.NS
Jaiprakash Associates Limited,JPASSOCIAT.NS
Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS
Jaiprakash Power Ventures Limited,JPPOWER.NS
Jindal Stainless Limited,JSL.NS
JSW Energy Limited,JSWENERGY.NS
JSW Holdings Limited,JSWHL.NS
JSW Infrastructure Limited,JSWINFRA.NS
JSW Steel Limited,JSWSTEEL.NS
Jtekt India Limited,JTEKTINDIA.NS
JTL INDUSTRIES LIMITED,JTLIND.NS
Jubilant Foodworks Limited,JUBLFOOD.NS
Jubilant Industries Limited,JUBLINDS.NS
Jubilant Ingrevia Limited,JUBLINGREA.NS
Jubilant Pharmova Limited,JUBLPHARMA.NS
Just Dial Limited,JUSTDIAL.NS
Jupiter Wagons Limited,JWL.NS
Jyothy Labs Limited,JYOTHYLAB.NS
Jyoti Structures Limited,JYOTISTRUC.NS
Kabra Extrusion Technik Limited,KABRAEXTRU.NS
Kajaria Ceramics Limited,KAJARIACER.NS
Kakatiya Cement Sugar & Industries Limited,KAKATCEM.NS
Sai Silks (Kalamandir) Limited,KALAMANDIR.NS
Kalyani Commercials Limited,KALYANI.NS
Kalyani Forge Limited,KALYANIFRG.NS
Kalyan Jewellers India Limited,KALYANKJIL.NS
Kamat Hotels (I) Limited,KAMATHOTEL.NS
Kamdhenu Limited,KAMDHENU.NS
Kamdhenu Ventures Limited,KAMOPAINTS.NS
Kanani Industries Limited,KANANIIND.NS
Kanoria Chemicals & Industries Limited,KANORICHEM.NS
Kanpur Plastipack Limited,KANPRPLA.NS
Kansai Nerolac Paints Limited,KANSAINER.NS
Kapston Services Limited,KAPSTON.NS
Karma Energy Limited,KARMAENG.NS
Karur Vysya Bank Limited,KARURVYSYA.NS
Kavveri Telecom Products Limited,KAVVERITEL.NS
Kaya Limited,KAYA.NS
Kaynes Technology India Limited,KAYNES.NS
KBC Global Limited,KBCGLOBAL.NS
KCP Limited,KCP.NS
KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS
KDDL Limited,KDDL.NS
KEC International Limited,KEC.NS
Kirloskar Electric Company Limited,KECL.NS
DSJ Keep Learning Limited,KEEPLEARN.NS
KEI Industries Limited,KEI.NS
Kellton Tech Solutions Limited,KELLTONTEC.NS
Kernex Microsystems (India) Limited,KERNEX.NS
Kesoram Industries Limited,KESORAMIND.NS
Keynote Financial Services Limited,KEYFINSERV.NS
Kfin Technologies Limited,KFINTECH.NS
Khadim India Limited,KHADIM.NS
Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS
Khaitan (India) Limited,KHAITANLTD.NS
Khandwala Securities Limited,KHANDSE.NS
Kalyani Investment Company Limited,KICL.NS
Kilitch Drugs (India) Limited,KILITCH.NS
Krishna Institute of Medical Sciences Limited,KIMS.NS
Kingfa Science & Technology (India) Limited,KINGFA.NS
KIOCL Limited,KIOCL.NS
Kiri Industries Limited,KIRIINDUS.NS
Kirloskar Brothers Limited,KIRLOSBROS.NS
Kirloskar Oil Engines Limited,KIRLOSENG.NS
Kirloskar Industries Limited,KIRLOSIND.NS
Kirloskar Pneumatic Company Limited,KIRLPNU.NS
Kitex Garments Limited,KITEX.NS
Kewal Kiran Clothing Limited,KKCL.NS
K.M.Sugar Mills Limited,KMSUGAR.NS
KNR Constructions Limited,KNRCON.NS
Kohinoor Foods Limited,KOHINOOR.NS
Kokuyo Camlin Limited,KOKUYOCMLN.NS
Kolte - Patil Developers Limited,KOLTEPATIL.NS
Kopran Limited,KOPRAN.NS
Kotak Mahindra Bank Limited,KOTAKBANK.NS
Kothari Sugars And Chemicals Limited,KOTARISUG.NS
Kothari Petrochemicals Limited,KOTHARIPET.NS
Kothari Products Limited,KOTHARIPRO.NS
KPI Green Energy Limited,KPIGREEN.NS
Kalpataru Projects International Limited,KPIL.NS
KPIT Technologies Limited,KPITTECH.NS
K.P.R. Mill Limited,KPRMILL.NS
KRBL Limited,KRBL.NS
Krebs Biochemicals and Industries Limited,KREBSBIO.NS
Kridhan Infra Limited,KRIDHANINF.NS
Krishana Phoschem Limited,KRISHANA.NS
Kriti Industries (India) Limited,KRITI.NS
Kritika Wires Limited,KRITIKA.NS
Kriti Nutrients Limited,KRITINUT.NS
Krsnaa Diagnostics Limited,KRSNAA.NS
Ksb Limited,KSB.NS
Kaveri Seed Company Limited,KSCL.NS
Kshitij Polyline Limited,KSHITIJPOL.NS
Kalyani Steels Limited,KSL.NS
Ksolves India Limited,KSOLVES.NS
The Karnataka Bank Limited,KTKBANK.NS
Kuantum Papers Limited,KUANTUM.NS
L&T Finance Holdings Limited,L&TFH.NS
Lagnam Spintex Limited,LAGNAM.NS
Lorenzini Apparels Limited,LAL.NS
Dr. Lal Path Labs Ltd.,LALPATHLAB.NS
Lambodhara Textiles Limited,LAMBODHARA.NS
Landmark Cars Limited,LANDMARK.NS
La Opala RG Limited,LAOPALA.NS
Lasa Supergenerics Limited,LASA.NS
Latent View Analytics Limited,LATENTVIEW.NS
Latteys Industries Limited,LATTEYS.NS
Laurus Labs Limited,LAURUSLABS.NS
Laxmi Cotspin Limited,LAXMICOT.NS
Lakshmi Machine Works Limited,LAXMIMACH.NS
LCC Infotech Limited,LCCINFOTEC.NS
Lemon Tree Hotels Limited,LEMONTREE.NS
Lexus Granito (India) Limited,LEXUS.NS
Lakshmi Finance & Industrial Corporation Limited,LFIC.NS
LG Balakrishnan & Bros Limited,LGBBROSLTD.NS
LGB Forge Limited,LGBFORGE.NS
Laxmi Goldorna House Limited,LGHL.NS
Libas Consumer Products Limited,LIBAS.NS
Liberty Shoes Limited,LIBERTSHOE.NS
LIC Housing Finance Limited,LICHSGFIN.NS
Life Insurance Corporation Of India,LICI.NS
Likhitha Infrastructure Limited,LIKHITHA.NS
Linc Limited,LINC.NS
Lincoln Pharmaceuticals Limited,LINCOLN.NS
Linde India Limited,LINDEINDIA.NS
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG.NS
Lloyds Metals And Energy Limited,LLOYDSME.NS
Macrotech Developers Limited,LODHA.NS
Lokesh Machines Limited,LOKESHMACH.NS
Lords Chloro Alkali Limited,LORDSCHLO.NS
Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS
Lovable Lingerie Limited,LOVABLE.NS
Loyal Textile Mills Limited,LOYALTEX.NS
Landmark Property Development Company Limited,LPDC.NS
Larsen & Toubro Limited,LT.NS
LT Foods Limited,LTFOODS.NS
LTIMindtree Limited,LTIM.NS
L&T Technology Services Limited,LTTS.NS
Lumax Industries Limited,LUMAXIND.NS
Lumax Auto Technologies Limited,LUMAXTECH.NS
Lupin Limited,LUPIN.NS
Lux Industries Limited,LUXIND.NS
Laxmi Organic Industries Limited,LXCHEM.NS
Lyka Labs Limited,LYKALABS.NS
Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS
Mahindra & Mahindra Limited,M&M.NS
Mahindra & Mahindra Financial Services Limited,M&MFIN.NS
Maan Aluminium Limited,MAANALU.NS
Macpower CNC Machines Limited,MACPOWER.NS
Madhav Marbles and Granites Limited,MADHAV.NS
Madhucon Projects Limited,MADHUCON.NS
Madras Fertilizers Limited,MADRASFERT.NS
Magadh Sugar & Energy Limited,MAGADSUGAR.NS
Magnum Ventures Limited,MAGNUM.NS
Bank of Maharashtra,MAHABANK.NS
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS
Mahamaya Steel Industries Limited,MAHASTEEL.NS
Mahindra EPC Irrigation Limited,MAHEPC.NS
Maheshwari Logistics Limited,MAHESHWARI.NS
Mahindra Lifespace Developers Limited,MAHLIFE.NS
Mahindra Logistics Limited,MAHLOG.NS
Maharashtra Scooters Limited,MAHSCOOTER.NS
Maharashtra Seamless Limited,MAHSEAMLES.NS
Maithan Alloys Limited,MAITHANALL.NS
Mallcom (India) Limited,MALLCOM.NS
Malu Paper Mills Limited,MALUPAPER.NS
Manaksia Aluminium Company Limited,MANAKALUCO.NS
Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS
Manaksia Limited,MANAKSIA.NS
Manaksia Steels Limited,MANAKSTEEL.NS
Manali Petrochemicals Limited,MANALIPETC.NS
Manappuram Finance Limited,MANAPPURAM.NS
Mangalam Drugs And Organics Limited,MANGALAM.NS
Mangalore Chemicals & Fertilizers Limited,MANGCHEFER.NS
Mangalam Cement Limited,MANGLMCEM.NS
Man Industries (India) Limited,MANINDS.NS
Man Infraconstruction Limited,MANINFRA.NS
Mankind Pharma Limited,MANKIND.NS
Manomay Tex India Limited,MANOMAY.NS
Manorama Industries Limited,MANORAMA.NS
Mangalam Organics Limited,MANORG.NS
Manugraph India Limited,MANUGRAPH.NS
Vedant Fashions Limited,MANYAVAR.NS
C.E. Info Systems Limited,MAPMYINDIA.NS
Maral Overseas Limited,MARALOVER.NS
Marathon Nextgen Realty Limited,MARATHON.NS
Marico Limited,MARICO.NS
Marine Electricals (India) Limited,MARINE.NS
Marksans Pharma Limited,MARKSANS.NS
Marshall Machines Limited,MARSHALL.NS
Maruti Suzuki India Limited,MARUTI.NS
MAS Financial Services Limited,MASFIN.NS
Mask Investments Limited,MASKINVEST.NS
Mastek Limited,MASTEK.NS
Matrimony.Com Limited,MATRIMONY.NS
Mawana Sugars Limited,MAWANASUG.NS
Max Estates Limited,MAXESTATES.NS
Max Healthcare Institute Limited,MAXHEALTH.NS
Max India Limited,MAXIND.NS
Mayur Uniquoters Ltd,MAYURUNIQ.NS
Mazda Limited,MAZDA.NS
Mazagon Dock Shipbuilders Limited,MAZDOCK.NS
Madhya Bharat Agro Products Limited,MBAPL.NS
Mcnally Bharat Engineering Company Limited,MBECL.NS
MBL Infrastructure Limited,MBLINFRA.NS
United Spirits Limited,MCDOWELL-N.NS
Madhav Copper Limited,MCL.NS
Mcleod Russel India Limited,MCLEODRUSS.NS
Multi Commodity Exchange of India Limited,MCX.NS
Global Health Limited,MEDANTA.NS
